ARO Accession,AMR Gene Family,Drug Class,Resistance Mechanism
ARO:3005189,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3006459,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3006460,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3006461,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002028,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3006462,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3005199,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3008111,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3005177,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3006463,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3008112,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3008113,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3008114,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3008115,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3008116,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002029,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3008117,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3008118,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3008119,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3008120,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3008121,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3007695,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3008122,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3008123,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3008124,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002030,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3008125,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3008126,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3008127,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3008128,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3008129,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3008130,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3008131,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3008132,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3008133,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002013,CMY beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3002031,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002032,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002033,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002034,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002035,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002036,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002037,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002038,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002039,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002040,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002041,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002042,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002043,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002044,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002045,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002046,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002047,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002048,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002049,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002050,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002015,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002051,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002052,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002053,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002054,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002055,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002056,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002057,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002058,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002059,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002060,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002016,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002061,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002062,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002064,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002065,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002066,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002067,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002068,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002072,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002069,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002017,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002073,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002074,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002075,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002076,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002077,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002078,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002079,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002080,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002081,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002082,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002018,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002083,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002084,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002085,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002086,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002087,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002088,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002089,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002090,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002091,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002092,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002019,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002093,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002094,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002095,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002096,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002097,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002098,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002099,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002100,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002102,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3006464,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002020,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002103,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002106,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002107,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002108,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002109,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002110,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002111,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002070,CMY beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3004639,major facilitator superfamily (MFS) antibiotic efflux pump,penicillin beta-lactam;tetracycline antibiotic,antibiotic efflux
ARO:3003994,cpa acetyltransferase,aminoglycoside antibiotic,antibiotic inactivation
ARO:3007075,capreomycin phosphotransferase,aminoglycoside antibiotic,antibiotic inactivation
ARO:3003099,CphA beta-lactamase,carbapenem,antibiotic inactivation
ARO:3003093,CphA beta-lactamase,carbapenem,antibiotic inactivation
ARO:3003100,CphA beta-lactamase,carbapenem,antibiotic inactivation
ARO:3003101,CphA beta-lactamase,carbapenem,antibiotic inactivation
ARO:3003102,CphA beta-lactamase,carbapenem,antibiotic inactivation
ARO:3003103,CphA beta-lactamase,carbapenem,antibiotic inactivation
ARO:3003104,CphA beta-lactamase,carbapenem,antibiotic inactivation
ARO:3005063,pmr phosphoethanolamine transferase,peptide antibiotic,antibiotic efflux;antibiotic target alteration
ARO:3005064,pmr phosphoethanolamine transferase,peptide antibiotic,antibiotic efflux;antibiotic target alteration
ARO:3003716,CPS beta-lactamase,carbapenem,antibiotic inactivation
ARO:3000830,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic;aminoglycoside antibiotic,antibiotic efflux
ARO:3005049,multidrug and toxic compound extrusion (MATE) transporter,aminoglycoside antibiotic,antibiotic efflux
ARO:3006864,CRD3 beta-lactamase,carbapenem,antibiotic inactivation
ARO:3006865,CRH beta-lactamase,carbapenem,antibiotic inactivation
ARO:3006866,CRH beta-lactamase,carbapenem,antibiotic inactivation
ARO:3006867,CRH beta-lactamase,carbapenem,antibiotic inactivation
ARO:3000518,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic;macrolide antibiotic;penicillin beta-lactam,antibiotic efflux
ARO:3006868,CRP beta-lactamase,carbapenem,antibiotic inactivation
ARO:3007118,subclass B1 Bacteroides xylanisolvens crx beta-lactamase,carbapenem,antibiotic inactivation
ARO:3006869,CSA beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3006870,CSA beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3006871,CSP beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3001864,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3001873,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3001959,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3001960,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3001961,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3001962,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3001963,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3001965,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3001966,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3001967,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3001968,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3001969,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3001874,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3001970,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3001971,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3001972,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3001973,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3001974,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3001975,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3001976,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3001977,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3001875,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3001980,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3001981,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3001982,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3001983,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3001984,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3001985,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3001986,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3001988,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3001876,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3001989,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3001990,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3001991,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3001992,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3001995,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3001994,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3001996,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3001997,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3001877,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3001998,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3001999,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002000,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002001,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002002,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002004,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002005,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002006,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3001878,CTX-M beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3002007,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002008,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002009,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002010,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3002011,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3003163,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3003164,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3003165,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3003166,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3003167,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3001879,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3003168,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3003169,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3003646,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3003647,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3003648,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3003649,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3003650,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3005590,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3005591,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3005592,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3001880,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3005593,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3005594,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3005595,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3005596,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3005597,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3005598,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3005599,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3005600,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3005601,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3005602,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3005603,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3005604,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3005605,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3005606,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
ARO:3005607,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
